2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.1.6 15021 52352 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.1.6 10.0.2.145 5166 15021 6 5 409 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.2.42 15021 20486 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.1.33 10.0.2.145 15012 39528 6 6 390 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.1.6 15021 6065 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.1.6 10.0.2.145 23045 15021 6 5 409 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.1.6 10.0.2.145 47364 15021 6 5 408 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.42 10.0.2.145 57296 15021 6 5 410 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.1.6 10.0.2.145 56170 15021 6 5 408 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.1.6 15021 23045 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.2.42 15021 38487 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.42 10.0.2.145 40490 15021 6 5 410 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.1.33 42202 15012 6 10 676 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.1.6 15021 42537 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.42 10.0.2.145 20486 15021 6 5 409 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.2.42 15021 59399 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.2.42 15021 57296 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.1.6 15021 9011 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.1.6 10.0.2.145 52352 15021 6 5 408 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.1.6 15021 5166 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.1.6 10.0.2.145 63908 15021 6 5 409 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.42 10.0.2.145 54625 15021 6 5 409 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.1.6 15021 24788 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.1.6 15021 37555 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.42 10.0.2.145 23742 15021 6 5 409 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.1.6 10.0.2.145 30607 15021 6 5 409 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.1.6 10.0.2.145 42537 15021 6 5 409 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.1.6 15021 63640 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.42 10.0.2.145 14699 15021 6 5 410 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.42 10.0.2.145 54824 15021 6 5 410 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.1.6 10.0.2.145 53605 15021 6 5 409 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.1.6 10.0.2.145 60572 15021 6 5 408 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.2.42 15021 31435 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.1.6 15021 60572 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.2.42 15021 23742 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.1.6 10.0.2.145 65160 15021 6 5 409 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.1.6 15021 56170 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.1.6 10.0.2.145 13042 15021 6 5 408 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.42 10.0.2.145 31435 15021 6 5 410 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.1.6 10.0.2.145 46401 15021 6 5 409 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.2.42 15021 1266 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.145 10.0.1.6 15021 63908 6 5 411 1734718982 1734719013 ACCEPT OK
2024-12-20T18:23:02.000Z 2 602484972838 eni-098b24da1ee5996d1 10.0.2.42 10.0.2.145 17503 15021 6 5 409 1734718982 1734719013 ACCEPT OK
